Brand,Model,Variant,Usable_Battery_kWh,AC_Max_kW,DC_Max_kW,DC_Charging_Curve,DC_Curve_Is_Default,DC_Ports,AC_Ports
Opel / Vauxhall,life l,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":50,""power"":46.3},{""percentage"":80,""power"":27.78},{""percentage"":100,""power"":11}]",False,ccs,type2
Opel / Vauxhall,life l,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":30,""power"":68},{""percentage"":60,""power"":47.6},{""percentage"":80,""power"":27.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Opel / Vauxhall,life m,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":50,""power"":46.3},{""percentage"":80,""power"":27.78},{""percentage"":100,""power"":11}]",False,ccs,type2
Opel / Vauxhall,life m,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":30,""power"":68},{""percentage"":60,""power"":47.6},{""percentage"":80,""power"":27.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Opel / Vauxhall,life s,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":50,""power"":46.3},{""percentage"":80,""power"":27.78},{""percentage"":100,""power"":11}]",False,ccs,type2
Opel / Vauxhall,life xl,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":50,""power"":46.3},{""percentage"":80,""power"":27.78},{""percentage"":100,""power"":11}]",False,ccs,type2
Opel / Vauxhall,sports tourer electric,50.8 kWh usable,50.8,11.0,50.8,"[{""percentage"":0,""power"":50.8},{""percentage"":50,""power"":50.8},{""percentage"":80,""power"":30.48},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,50kwh,46.3 kWh usable,46.3,7.4,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":50,""power"":46.3},{""percentage"":80,""power"":27.78},{""percentage"":100,""power"":7.4}]",False,ccs,type2
Peugeot,51kwh,48.1 kWh usable,48.1,11.0,48.1,"[{""percentage"":0,""power"":48.1},{""percentage"":50,""power"":48.1},{""percentage"":80,""power"":28.86},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,54kwh,50.8 kWh usable,50.8,7.4,50.8,"[{""percentage"":0,""power"":50.8},{""percentage"":50,""power"":50.8},{""percentage"":80,""power"":30.48},{""percentage"":100,""power"":7.4}]",False,ccs,type2
Peugeot,73kwh,73 kWh usable,73.0,11.0,73.0,"[{""percentage"":0,""power"":73},{""percentage"":30,""power"":73},{""percentage"":60,""power"":51.1},{""percentage"":80,""power"":29.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,73kwh dual motor,73 kWh usable,73.0,11.0,73.0,"[{""percentage"":0,""power"":73},{""percentage"":30,""power"":73},{""percentage"":60,""power"":51.1},{""percentage"":80,""power"":29.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,97kwh long range,96.9 kWh usable,96.9,11.0,96.9,"[{""percentage"":0,""power"":96.9},{""percentage"":30,""power"":96.9},{""percentage"":60,""power"":67.83},{""percentage"":80,""power"":38.76},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,E-Expert,75 kWh 11 kW-AC (75 kWh usable),75.0,11.0,100.0,"[{""percentage"":0,""power"":96},{""percentage"":30,""power"":100},{""percentage"":35,""power"":75},{""percentage"":55,""power"":78},{""percentage"":57,""power"":60},{""percentage"":76,""power"":75},{""percentage"":77,""power"":30},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,E-Traveller,50 kWh 11 kW-AC (45 kWh usable),45.0,11.0,98.0,"[{""percentage"":0,""power"":98},{""percentage"":20,""power"":87},{""percentage"":22,""power"":75},{""percentage"":57,""power"":75},{""percentage"":59,""power"":50},{""percentage"":65,""power"":50},{""percentage"":67,""power"":45},{""percentage"":73,""power"":45},{""percentage"":74,""power"":25},{""percentage"":84,""power"":25},{""percentage"":85,""power"":12},{""percentage"":100,""power"":12}]",False,ccs,type2
Peugeot,E-Traveller,50 kWh 7.4 kW-AC (45 kWh usable),45.0,7.4,98.0,"[{""percentage"":0,""power"":98},{""percentage"":20,""power"":87},{""percentage"":22,""power"":75},{""percentage"":57,""power"":75},{""percentage"":59,""power"":50},{""percentage"":65,""power"":50},{""percentage"":67,""power"":45},{""percentage"":73,""power"":45},{""percentage"":74,""power"":25},{""percentage"":84,""power"":25},{""percentage"":85,""power"":12},{""percentage"":100,""power"":12}]",False,ccs,type2
Peugeot,I-on,14.5 kWh usable,14.5,3.6,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":3.6}]",True,chademo,type1
Peugeot,Partner,22.5 kWh usable,22.5,3.2,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":3.2}]",True,chademo,type1
Peugeot,Partner Tepee,Electric (20.5 kWh usable),20.5,20.5,20.5,"[{""percentage"":0,""power"":20.5},{""percentage"":70,""power"":20.5},{""percentage"":80,""power"":14.35},{""percentage"":100,""power"":20.5}]",False,ccs,type2
Peugeot,combi compact,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,combi long,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,combi long,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,combi standard,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,combi standard,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,compact,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-2008,50 kWh (46.3 kWh usable),46.3,11.0,101.0,"[{""percentage"":0,""power"":95.9},{""percentage"":75,""power"":101},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-2008,11 kW-AC (47.5 kWh usable),47.5,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":97},{""percentage"":32,""power"":78},{""percentage"":58,""power"":78},{""percentage"":59,""power"":60},{""percentage"":66,""power"":60},{""percentage"":68,""power"":55},{""percentage"":78,""power"":55},{""percentage"":80,""power"":27},{""percentage"":90,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,e-2008,"7,2 kW-AC (47.5 kWh usable)",47.5,7.4,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":97},{""percentage"":32,""power"":78},{""percentage"":58,""power"":78},{""percentage"":59,""power"":60},{""percentage"":66,""power"":60},{""percentage"":68,""power"":55},{""percentage"":78,""power"":55},{""percentage"":80,""power"":27},{""percentage"":90,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,e-2008 54 kWh,50.8 kWh usable,50.8,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-2008 SUV,46.3 kWh usable,46.3,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-208,11 kW-AC (45 kWh usable),45.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":97},{""percentage"":32,""power"":78},{""percentage"":58,""power"":78},{""percentage"":59,""power"":60},{""percentage"":66,""power"":60},{""percentage"":68,""power"":55},{""percentage"":78,""power"":55},{""percentage"":80,""power"":27},{""percentage"":90,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,e-208,"7,2 kW-AC (45 kWh usable)",45.0,7.4,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":97},{""percentage"":32,""power"":78},{""percentage"":58,""power"":78},{""percentage"":59,""power"":60},{""percentage"":66,""power"":60},{""percentage"":68,""power"":55},{""percentage"":78,""power"":55},{""percentage"":80,""power"":27},{""percentage"":90,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,e-208,46.3 kWh usable,46.3,7.4,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-208,50 kWh (46.3 kWh usable),46.3,11.0,101.0,"[{""percentage"":0,""power"":95.9},{""percentage"":75,""power"":101},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-208 51 kWh,48.1 kWh usable,48.1,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-3008,73 kWh Dual Motor (73 kWh usable),73.0,11.0,160.0,"[{""percentage"":0,""power"":152},{""percentage"":75,""power"":160},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-3008,98 kWh Long Range (98 kWh usable),98.0,11.0,160.0,"[{""percentage"":0,""power"":152},{""percentage"":75,""power"":160},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-3008 73 kWh,73 kWh usable,73.0,11.0,160.0,"[{""percentage"":0,""power"":160},{""percentage"":50,""power"":160},{""percentage"":80,""power"":80},{""percentage"":100,""power"":32}]",False,ccs,type2
Peugeot,e-3008 97 kWh Long Range,97 kWh usable,97.0,11.0,160.0,"[{""percentage"":0,""power"":160},{""percentage"":50,""power"":160},{""percentage"":80,""power"":96},{""percentage"":100,""power"":48}]",False,ccs,type2
Peugeot,e-308,50.8 kWh usable,50.8,11.0,50.8,"[{""percentage"":0,""power"":50.8},{""percentage"":20,""power"":50.8},{""percentage"":40,""power"":41},{""percentage"":60,""power"":30},{""percentage"":80,""power"":20},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-308 SW,50.8 kWh usable,50.8,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-408 58 kWh,58.2 kWh usable,58.2,11.0,120.0,"[{""percentage"":0,""power"":120},{""percentage"":50,""power"":120},{""percentage"":80,""power"":60},{""percentage"":100,""power"":24}]",False,ccs,type2
Peugeot,e-5008 73 kWh,73 kWh usable,73.0,11.0,160.0,"[{""percentage"":0,""power"":160},{""percentage"":50,""power"":160},{""percentage"":80,""power"":80},{""percentage"":100,""power"":32}]",False,ccs,type2
Peugeot,e-5008 73 kWh Dual Motor,73 kWh usable,73.0,11.0,160.0,"[{""percentage"":0,""power"":160},{""percentage"":50,""power"":160},{""percentage"":80,""power"":80},{""percentage"":100,""power"":32}]",False,ccs,type2
Peugeot,e-5008 97 kWh Long Range,96.9 kWh usable,96.9,11.0,160.0,"[{""percentage"":0,""power"":160},{""percentage"":50,""power"":160},{""percentage"":80,""power"":96},{""percentage"":100,""power"":48}]",False,ccs,type2
Peugeot,e-Expert Combi Compact 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Expert Combi Long 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Expert Combi Long 75 kWh,75 kWh usable,75.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-Expert Combi Standard 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Expert Combi Standard 75 kWh,75 kWh usable,75.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-Partner,50 kWh (45 kWh usable),45.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":97},{""percentage"":32,""power"":78},{""percentage"":58,""power"":78},{""percentage"":59,""power"":60},{""percentage"":66,""power"":60},{""percentage"":68,""power"":55},{""percentage"":78,""power"":55},{""percentage"":80,""power"":27},{""percentage"":90,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Peugeot,e-Rifter Long 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Rifter M 50 kWh,50 kWh usable,50.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-Rifter Standard 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Rifter XL 50 kWh,50 kWh usable,50.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-Traveller Compact 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Traveller L2 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Traveller L2 75 kWh,75 kWh usable,75.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-Traveller L3 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Traveller L3 75 kWh,75 kWh usable,75.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-Traveller Long 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Traveller Long 75 kWh,75 kWh usable,75.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,e-Traveller Standard 50 kWh,50 kWh usable,50.0,11.0,101.0,"[{""percentage"":0,""power"":101},{""percentage"":20,""power"":101},{""percentage"":40,""power"":81},{""percentage"":60,""power"":61},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,e-Traveller Standard 75 kWh,75 kWh usable,75.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Peugeot,iOn,14.5 kWh usable,14.5,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,long,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,long,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,standard,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,standard,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,suv,46.3 kWh usable,46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Peugeot,sw,50.8 kWh usable,50.8,11.0,50.8,"[{""percentage"":0,""power"":50.8},{""percentage"":50,""power"":50.8},{""percentage"":80,""power"":30.48},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,2,Standard Range Single Motor (67 kWh usable),67.0,11.0,133.0,"[{""percentage"":0,""power"":126.4},{""percentage"":75,""power"":133},{""percentage"":100,""power"":11}]",True,ccs,type2
Polestar,2,75 kWh usable,75.0,11.0,75.0,"[{""percentage"":0,""power"":75},{""percentage"":30,""power"":75},{""percentage"":60,""power"":52.5},{""percentage"":80,""power"":30},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,2,Long Range Dual Motor (75 kWh usable),75.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":18,""power"":150},{""percentage"":20,""power"":130},{""percentage"":40,""power"":130},{""percentage"":42,""power"":100},{""percentage"":55,""power"":90},{""percentage"":57,""power"":70},{""percentage"":79,""power"":70},{""percentage"":80,""power"":25},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,2,Long Range Single Motor (75 kWh usable),75.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":18,""power"":150},{""percentage"":20,""power"":130},{""percentage"":40,""power"":130},{""percentage"":42,""power"":100},{""percentage"":55,""power"":90},{""percentage"":57,""power"":70},{""percentage"":79,""power"":70},{""percentage"":80,""power"":25},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,2 Long Range Performance,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Polestar,3 Long Range Dual motor,107 kWh usable,107.0,11.0,250.0,"[{""percentage"":0,""power"":250},{""percentage"":50,""power"":250},{""percentage"":80,""power"":125},{""percentage"":100,""power"":50}]",False,ccs,type2
Polestar,3 Long Range Performance,107 kWh usable,107.0,11.0,250.0,"[{""percentage"":0,""power"":250},{""percentage"":50,""power"":250},{""percentage"":80,""power"":125},{""percentage"":100,""power"":50}]",False,ccs,type2
Polestar,3 Long Range Single motor,107 kWh usable,107.0,11.0,250.0,"[{""percentage"":0,""power"":250},{""percentage"":50,""power"":250},{""percentage"":80,""power"":125},{""percentage"":100,""power"":50}]",False,ccs,type2
Polestar,4,Long Range Dual Motor (94 kWh usable),94.0,22.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":75,""power"":200},{""percentage"":100,""power"":22}]",True,ccs,type2
Polestar,4,Long Range Single Motor (94 kWh usable),94.0,22.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":75,""power"":200},{""percentage"":100,""power"":22}]",True,ccs,type2
Polestar,long range,performance (79 kWh usable),79.0,11.0,79.0,"[{""percentage"":0,""power"":79},{""percentage"":30,""power"":79},{""percentage"":60,""power"":55.3},{""percentage"":80,""power"":31.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range,performance (107 kWh usable),107.0,11.0,107.0,"[{""percentage"":0,""power"":107},{""percentage"":30,""power"":107},{""percentage"":60,""power"":74.9},{""percentage"":80,""power"":42.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range dual motor,75 kWh usable,75.0,11.0,75.0,"[{""percentage"":0,""power"":75},{""percentage"":30,""power"":75},{""percentage"":60,""power"":52.5},{""percentage"":80,""power"":30},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range dual motor,79 kWh usable,79.0,11.0,79.0,"[{""percentage"":0,""power"":79},{""percentage"":30,""power"":79},{""percentage"":60,""power"":55.3},{""percentage"":80,""power"":31.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range dual motor,94 kWh usable,94.0,11.0,94.0,"[{""percentage"":0,""power"":94},{""percentage"":30,""power"":94},{""percentage"":60,""power"":65.8},{""percentage"":80,""power"":37.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range dual motor,107 kWh usable,107.0,11.0,107.0,"[{""percentage"":0,""power"":107},{""percentage"":30,""power"":107},{""percentage"":60,""power"":74.9},{""percentage"":80,""power"":42.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range single motor,75 kWh usable,75.0,11.0,75.0,"[{""percentage"":0,""power"":75},{""percentage"":30,""power"":75},{""percentage"":60,""power"":52.5},{""percentage"":80,""power"":30},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range single motor,79 kWh usable,79.0,11.0,79.0,"[{""percentage"":0,""power"":79},{""percentage"":30,""power"":79},{""percentage"":60,""power"":55.3},{""percentage"":80,""power"":31.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,long range single motor,94 kWh usable,94.0,11.0,94.0,"[{""percentage"":0,""power"":94},{""percentage"":30,""power"":94},{""percentage"":60,""power"":65.8},{""percentage"":80,""power"":37.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Polestar,standard range single motor,61 kWh usable,61.0,11.0,61.0,"[{""percentage"":0,""power"":61},{""percentage"":20,""power"":61},{""percentage"":40,""power"":49},{""percentage"":60,""power"":37},{""percentage"":80,""power"":24},{""percentage"":100,""power"":11}]",True,ccs,type2
Polestar,standard range single motor,67 kWh usable,67.0,11.0,67.0,"[{""percentage"":0,""power"":67},{""percentage"":30,""power"":67},{""percentage"":60,""power"":46.9},{""percentage"":80,""power"":26.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,4 cross turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,4 electric,95 kWh usable,95.0,11.0,95.0,"[{""percentage"":0,""power"":95},{""percentage"":40,""power"":95},{""percentage"":70,""power"":76},{""percentage"":90,""power"":38},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,4s,71 kWh usable,71.0,11.0,71.0,"[{""percentage"":0,""power"":71},{""percentage"":20,""power"":71},{""percentage"":40,""power"":57},{""percentage"":60,""power"":43},{""percentage"":80,""power"":28},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,4s cross turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,4s plus,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,4s plus,97 kWh usable,97.0,11.0,97.0,"[{""percentage"":0,""power"":97},{""percentage"":40,""power"":97},{""percentage"":70,""power"":77.6},{""percentage"":90,""power"":38.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,4s plus sport turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,4s sport turismo,71 kWh usable,71.0,11.0,71.0,"[{""percentage"":0,""power"":71},{""percentage"":20,""power"":71},{""percentage"":40,""power"":57},{""percentage"":60,""power"":43},{""percentage"":80,""power"":28},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Macan 4 Electric,95 kWh usable,95.0,11.0,270.0,"[{""percentage"":0,""power"":270},{""percentage"":50,""power"":270},{""percentage"":80,""power"":162},{""percentage"":100,""power"":81}]",False,ccs,type2
Porsche,Macan 4S Electric,95 kWh usable,95.0,11.0,270.0,"[{""percentage"":0,""power"":270},{""percentage"":50,""power"":270},{""percentage"":80,""power"":162},{""percentage"":100,""power"":81}]",False,ccs,type2
Porsche,Macan Electric,95 kWh usable,95.0,11.0,270.0,"[{""percentage"":0,""power"":270},{""percentage"":50,""power"":270},{""percentage"":80,""power"":162},{""percentage"":100,""power"":81}]",False,ccs,type2
Porsche,Macan Turbo Electric,95 kWh usable,95.0,11.0,270.0,"[{""percentage"":0,""power"":270},{""percentage"":50,""power"":270},{""percentage"":80,""power"":162},{""percentage"":100,""power"":81}]",False,ccs,type2
Porsche,Taycan,4S (71 kWh usable),71.0,11.0,225.0,"[{""percentage"":0,""power"":213.8},{""percentage"":75,""power"":225},{""percentage"":100,""power"":11}]",True,ccs,type2
